code	type	duration	participants-number	participants	participants-relationship	moderator	topic	year	collection-point	unknown-participant
PBC012	intervista-semistrutturata	00:48:29	3	BOR005;BOI033;BOI034	asimmetrico	yes	fisso	2022	BO	no
PBC013	intervista-semistrutturata	01:08:09	2	BOR009;BOI035	asimmetrico	yes	fisso	2022	BO	yes
PBC014	intervista-semistrutturata	00:45:35	2	BOR010;BOI036	asimmetrico	yes	fisso	2022	BO	no
PBC015	intervista-semistrutturata	00:32:24	2	BOR010;BOI037	asimmetrico	yes	fisso	2022	BO	no
PBC016	intervista-semistrutturata	00:48:51	2	BOR010;BOI038	asimmetrico	yes	fisso	2022	BO	yes
PBC017	intervista-semistrutturata	00:51:26	2	BOR009;BOI042	asimmetrico	yes	fisso	2022	BO	no
PBC018	intervista-semistrutturata	00:37:48	2	BOR010;BOI043	asimmetrico	yes	fisso	2022	BO	yes
PBC019	intervista-semistrutturata	00:34:20	2	BOR010;BOI044	asimmetrico	yes	fisso	2022	BO	yes
PBC020	intervista-semistrutturata	00:50:27	3	BOR006;BOI047;BOI048	asimmetrico	yes	fisso	2022	BO	no
PBC021	intervista-semistrutturata	00:51:51	2	BOR012;BOI051	asimmetrico	yes	fisso	2022	BO	no
PBC022	intervista-semistrutturata	00:36:38	2	BOR014;BOI055	asimmetrico	yes	fisso	2022	BO	no
PBC023	intervista-semistrutturata	00:51:25	2	BOR016;BOI058	asimmetrico	yes	fisso	2022	BO	no
PBC024	intervista-semistrutturata	01:10:00	3	BOR036;BOI103;BOI104	asimmetrico	yes	fisso	2024	BO	yes
PBC025	intervista-semistrutturata	00:52:18	3	BOR025;BOR035;BOI112	asimmetrico	yes	fisso	2024	BO	no
PTA001	intervista-semistrutturata	01:32:30	3	TOR001;TOR002;TOI001	asimmetrico	yes	fisso	2019	TO	no
PTA002	intervista-semistrutturata	00:05:39	5	TOR001;TOR002;TOR003;TOI002;TOI003	asimmetrico	yes	fisso	2019	TO	no
PTA003	intervista-semistrutturata	01:03:28	5	TOR001;TOR002;TOR003;TOI002;TOI003	asimmetrico	yes	fisso	2019	TO	no
PTA005	intervista-semistrutturata	01:44:43	3	TOR001;TOR002;TOI005	asimmetrico	yes	fisso	2019	TO	yes
PTA006	intervista-semistrutturata	01:05:12	3	TOR001;TOR002;TOI006	asimmetrico	yes	fisso	2019	TO	yes
PTA007	intervista-semistrutturata	00:13:23	2	TOR001;TOI007	asimmetrico	yes	fisso	2019	TO	no
PTA012	intervista-semistrutturata	00:30:28	3	TOR001;TOR002;TOI014	asimmetrico	yes	fisso	2019	TO	no
PTA013	intervista-semistrutturata	00:44:45	4	TOR001;TOR002;TOI001;TOI015	asimmetrico	yes	fisso	2019	TO	no
PTA015	intervista-semistrutturata	00:37:36	2	TOR006;TOI032	asimmetrico	yes	fisso	2019	TO	yes
PTA016	intervista-semistrutturata	00:40:23	2	TOR006;TOI033	asimmetrico	yes	fisso	2019	TO	no
PTA017	intervista-semistrutturata	00:32:12	2	TOR006;TOI034	asimmetrico	yes	fisso	2019	TO	no
PTA018	intervista-semistrutturata	00:57:27	2	TOR006;TOI031	asimmetrico	yes	fisso	2019	TO	no
PTB001	intervista-semistrutturata	01:17:52	3	TOR005;TOI022;TOI023	asimmetrico	yes	fisso	2019	TO	no
PTB002	intervista-semistrutturata	01:27:40	3	TOR004;TOI017;TOI018	asimmetrico	yes	fisso	2019	TO	no
PTB003	intervista-semistrutturata	00:52:01	3	TOR004;TOI017;TOI018	asimmetrico	yes	fisso	2019	TO	no
PTB004	intervista-semistrutturata	00:43:01	2	TOR004;TOI019	asimmetrico	yes	fisso	2019	TO	yes
PTB005	intervista-semistrutturata	00:02:02	2	TOR004;TOI019	asimmetrico	yes	fisso	2019	TO	no
PTB007	intervista-semistrutturata	01:28:07	2	TOR004;TOI021	asimmetrico	yes	fisso	2019	TO	no
PTB008	intervista-semistrutturata	00:25:20	2	TOR005;TOI024	asimmetrico	yes	fisso	2019	TO	yes
PTB009	intervista-semistrutturata	00:47:05	3	TOR001;TOR003;TOI035	asimmetrico	yes	fisso	2019	TO	yes
PTB014	intervista-semistrutturata	01:05:48	4	TOR001;TOR002;TOI049;TOI050	asimmetrico	yes	fisso	2019	TO	yes
PTB015	intervista-semistrutturata	00:50:58	3	TOR007;TOI051;TOI052	asimmetrico	yes	fisso	2019	TO	no
PTB018	intervista-semistrutturata	00:54:46	2	TOR001;TOI056	asimmetrico	yes	fisso	2019	TO	no
PTB021	intervista-semistrutturata	00:39:25	2	TOR009;TOI067	asimmetrico	yes	fisso	2019	TO	no
PTB022	intervista-semistrutturata	00:33:31	3	TOR001;TOR002;TOI075	asimmetrico	yes	fisso	2019	TO	no
PTB024	intervista-semistrutturata	00:23:23	3	TOR015;TOI109;TOI110	asimmetrico	yes	fisso	2019	TO	no
PTD001	intervista-semistrutturata	00:51:20	2	TOR004;TOI020	asimmetrico	yes	fisso	2019	TO	yes
PTD003	intervista-semistrutturata	00:32:04	2	TOR001;TOI048	asimmetrico	yes	fisso	2019	TO	no
PTD005	intervista-semistrutturata	00:22:25	2	TOR004;TOI054	asimmetrico	yes	fisso	2019	TO	no
PTD007	intervista-semistrutturata	00:39:12	2	TOR001;TOI041	asimmetrico	yes	fisso	2019	TO	no
PTD009	intervista-semistrutturata	00:56:23	2	TOR001;TOI060	asimmetrico	yes	fisso	2019	TO	no
PTD011	intervista-semistrutturata	00:27:23	2	TOR009;TOI066	asimmetrico	yes	fisso	2019	TO	yes
PTD019	intervista-semistrutturata	00:54:47	3	TOR001;TOI010;TOI011	asimmetrico	yes	fisso	2019	TO	yes
PTD020	intervista-semistrutturata	00:23:12	2	TOR001;TOI008	asimmetrico	yes	fisso	2019	TO	no
PTD021	intervista-semistrutturata	01:31:29	4	TOR001;TOR002;TOI012;TOI013	asimmetrico	yes	fisso	2019	TO	yes
PTD022	intervista-semistrutturata	00:13:11	2	TOR001;TOI009	asimmetrico	yes	fisso	2019	TO	no
PTB020	intervista-semistrutturata	00:55:11	3	TOR009;TOI069;TOI070	asimmetrico	yes	fisso	2019	TO	yes
PTB023	intervista-semistrutturata	00:47:59	2	TOR007;TOI113	asimmetrico	yes	fisso	2019	TO	no
PTD013	intervista-semistrutturata	00:20:25	2	TOR010;TOI111	asimmetrico	yes	fisso	2019	TO	no
PTB025	intervista-semistrutturata	01:09:45	4	TOR001;TOR002;TOI116;TOI117	asimmetrico	yes	fisso	2019	TO	no
PTD014	intervista-semistrutturata	00:17:17	2	TOR010;TOI112	asimmetrico	yes	fisso	2019	TO	no
PTD006	intervista-semistrutturata	01:06:38	2	TOR004;TOI055	asimmetrico	yes	fisso	2019	TO	no
PTD010	intervista-semistrutturata	00:59:08	3	TOR001;TOI064;TOI065	asimmetrico	yes	fisso	2019	TO	no
PTD015	intervista-semistrutturata	00:48:55	4	TOR001;TOI072;TOI073;TOI074	asimmetrico	yes	fisso	2019	TO	no
PTD012	intervista-semistrutturata	01:55:04	2	TOR001;TOI068	asimmetrico	yes	fisso	2019	TO	no
PTD016	intervista-semistrutturata	00:55:23	3	TOR004;TOI076;TOI077	asimmetrico	yes	fisso	2019	TO	yes
PTB019	intervista-semistrutturata	00:43:39	3	TOR009;TOI071;TOI080	asimmetrico	yes	fisso	2019	TO	no
PTD008	intervista-semistrutturata	00:31:09	3	TOR001;TOI058;TOI059	asimmetrico	yes	fisso	2019	TO	yes
PTD004	intervista-semistrutturata	01:15:14	4	TOR001;TOI042;TOI043;TOI044	asimmetrico	yes	fisso	2019	TO	no
PTD017	intervista-semistrutturata	00:38:22	2	TOR001;TOI078	asimmetrico	yes	fisso	2019	TO	no
PTB026	intervista-semistrutturata	01:07:53	3	TOR002;TOI118;TOI119	asimmetrico	yes	fisso	2019	TO	no
BXA4001	conversazione-libera	0:45:51	4	BX001;BX002;BX003;BX004				2021		no
BZA4001	conversazione-libera	0:29:08	2	BZ012;BZ009				2022		no
BZA5001	intervista-semistrutturata	0:21:48	2	BZ001;BZ002				2021		no
BZA5002	intervista-semistrutturata	0:30:11	2	BZ001;BZ003				2021		no
BZA5003	intervista-semistrutturata	0:26:26	2	BZ001;BZ004				2021		no
BZA5004	intervista-semistrutturata	0:37:50	2	BZ001;BZ005				2021		no
BZA5005	intervista-semistrutturata	0:49:11	2	BZ001;BZ006				2021		no
BZA5006	intervista-semistrutturata	0:31:15	2	BZ001;BZ007				2021		no
BZA5007	intervista-semistrutturata	0:19:25	2	BZ010;BZ008				2020		no
BZA5008	intervista-semistrutturata	0:24:20	2	BZ001;BZ009				2022		no
SBCA001	conversazione-libera	00:46:42	4	PSB033;PSB045;PSB044;PSB043	simmetrico	no	libero	_	BO	yes
SBCA002	conversazione-libera	00:49:12	3	PSB083;PSB084;PSB085	simmetrico	no	libero	_	BO	no
SBCA003	conversazione-libera	00:30:08	2	PSB099;PSB100	simmetrico	no	libero	_	BO	no
SBCA004	conversazione-libera	00:21:26	2	PSB099;PSB100	simmetrico	no	libero	_	BO	no
SBCA006	conversazione-libera	00:31:00	2	PSB125;PSB126	simmetrico	no	libero	_	BO	no
SBCA008	conversazione-libera	00:30:45	2	PSB140;PSB141	simmetrico	no	libero	_	BO	yes
SBCA009	conversazione-libera	00:16:36	2	PSB142;PSB143	simmetrico	no	libero	_	BO	no
SBCA010	conversazione-libera	00:25:31	3	PSB161;PSB162;PSB163	simmetrico	no	libero	_	BO	no
SBCA011	conversazione-libera	01:03:45	2	PSB164;PSB165	simmetrico	no	libero	_	BO	yes
SBCB001	conversazione-libera	00:31:24	4	PSB071;PSB072;PSB073;PSB074	simmetrico	no	libero	_	BO	yes
SBCB002	conversazione-libera	00:49:12	4	PSB005;PSB093;PSB094;PSB095	simmetrico	no	libero	_	BO	yes
SBCB003	conversazione-libera	00:32:00	2	PSB095;PSB118	simmetrico	no	libero	_	BO	no
SBCB004	conversazione-libera	01:17:46	4	PSB054;PSB133;PSB134;PSB135	simmetrico	no	libero	_	BO	yes
SBCB005	conversazione-libera	00:48:22	2	PSB049;PSB050	simmetrico	no	libero	_	BO	no
SBCB006	conversazione-libera	00:31:21	4	PSB005;PSB093;PSB094;PSB095	simmetrico	no	libero	_	BO	yes
SBCB007	conversazione-libera	00:28:51	3	PSB005;PSB093;PSB095	simmetrico	no	libero	_	BO	yes
SBCB008	conversazione-libera	01:54:00	2	PSB151;PSB152	simmetrico	no	libero	_	BO	yes
SBCC003	conversazione-libera	01:07:00	4	PSB101;PSB102;PSB103;PSB054	simmetrico	no	libero	_	BO	no
SBCC004	conversazione-libera	01:19:46	2	PSB104;PSB105	simmetrico	no	libero	_	BO	no
SBCC005	conversazione-libera	00:17:00	2	PSB109;PSB110	simmetrico	no	libero	_	BO	no
SBCC006	conversazione-libera	00:39:00	2	PSB109;PSB110	simmetrico	no	libero	_	BO	no
SBCC007	conversazione-libera	00:50:00	2	PSB113;PSB114	simmetrico	no	libero	_	BO	yes
SBCC008	conversazione-libera	01:29:06	3	PSB104;PSB105;PSB119	simmetrico	no	libero	_	BO	no
SBCC009	conversazione-libera	01:24:45	4	PSB104;PSB105;PSB119;PSB120	simmetrico	no	libero	_	BO	no
SBCC010	conversazione-libera	00:49:00	2	PSB121;PSB122	simmetrico	no	libero	_	BO	no
SBCC011	conversazione-libera	00:12:00	2	PSB121;PSB122	simmetrico	no	libero	_	BO	no
SBCC012	conversazione-libera	00:41:59	2	PSB136;PSB137	simmetrico	no	libero	_	BO	no
SBCU001	conversazione-libera	01:29:03	2	PSB005;PSB022	simmetrico	no	libero	_	BO	yes
SBCU002	conversazione-libera	00:22:00	6	PSB005;PSB005;PSB087;PSB088;PSB089;PSB090;PSB086	simmetrico	no	libero	_	BO	no
SBCU003	conversazione-libera	00:14:27	2	PSB091;PSB092	simmetrico	no	libero	_	BO	no
SBCU005	conversazione-libera	00:41:10	2	PSB106;PSB107	simmetrico	no	libero	_	BO	no
SBCU007	conversazione-libera	00:44:05	8	PSB005;PSB036;PSB086;PSB091;PSB127;PSB128;PSB129;PSB130	simmetrico	no	libero	_	BO	yes
SBCU007bis	conversazione-libera	00:49:02	8	PSB005;PSB036;PSB086;PSB091;PSB127;PSB128;PSB129;PSB130	simmetrico	no	libero	_	BO	no
SBCU007tris	conversazione-libera	00:23:48	8	PSB005;PSB036;PSB086;PSB091;PSB127;PSB128;PSB129;PSB130	simmetrico	no	libero	_	BO	no
SBCU008	conversazione-libera	01:00:00	2	PSB005;PSB091	simmetrico	no	libero	_	BO	yes
SBCU008bis	conversazione-libera	01:14:29	2	PSB005;PSB091	simmetrico	no	libero	_	BO	yes
SBCU010	conversazione-libera	00:19:01	2	PSB149;PSB150	simmetrico	no	libero	_	BO	no
SBIA002	intervista-semistrutturata	01:20:00	3	PSB005;PSB017;PSB016	asimmetrico	yes	fisso	_	BO	no
SBIA003	intervista-semistrutturata	00:38:42	3	PSB005;PSB023;PSB024	asimmetrico	yes	fisso	_	BO	yes
SBIA004	intervista-semistrutturata	00:23:00	3	PSB005;PSB025;PSB017	asimmetrico	yes	fisso	_	BO	yes
SBIA005	intervista-semistrutturata	00:37:02	2	PSB005;PSB027	asimmetrico	yes	fisso	_	BO	yes
SBIA006	intervista-semistrutturata	00:16:40	3	PSB014;PSB033;PSB034	asimmetrico	yes	fisso	_	BO	no
SBIA008	intervista-semistrutturata	00:44:30	2	PSB005;PSB042	asimmetrico	yes	fisso	_	BO	no
SBIA011	intervista-semistrutturata	00:33:57	3	PSB005;PSB063;PSB064	asimmetrico	yes	fisso	_	BO	no
SBIA012	intervista-semistrutturata	00:47:32	3	PSB005;PSB065;PSB066	asimmetrico	yes	fisso	_	BO	yes
SBIA013	intervista-semistrutturata	01:07:00	5	PSB005;PSB066;PSB067;PSB068;PSB069	asimmetrico	yes	fisso	_	BO	no
SBIA014	intervista-semistrutturata	01:15:00	4	PSB005;PSB079;PSB080;PSB067	asimmetrico	yes	fisso	_	BO	yes
SBIA015	intervista-semistrutturata	00:44:29	3	PSB144;PSB145;PSB146	asimmetrico	yes	fisso	_	BO	no
SBIA017	intervista-semistrutturata	00:35:11	3	PSB146;PSB147;PSB153	asimmetrico	yes	fisso	_	BO	yes
SBIA018	intervista-semistrutturata	00:39:10	2	PSB141;PSB156	asimmetrico	yes	fisso	_	BO	no
SBIA019	intervista-semistrutturata	00:59:51	4	PSB157;PSB158;PSB159;PSB160	asimmetrico	yes	fisso	_	BO	no
SBIB001	intervista-semistrutturata	01:06:00	2	PSB005;PSB021	asimmetrico	yes	fisso	_	BO	no
SBIB002	intervista-semistrutturata	00:37:17	3	PSB005;PSB026;PSB028	asimmetrico	yes	fisso	_	BO	yes
SBIB003	intervista-semistrutturata	00:39:00	3	PSB005;PSB029;PSB054	asimmetrico	yes	fisso	_	BO	no
SBIB004	intervista-semistrutturata	00:18:23	2	PSB005;PSB041	asimmetrico	yes	fisso	_	BO	yes
SBIB005	intervista-semistrutturata	00:24:35	6	PSB028;PSB054;PSB036;PSB051;PSB052;PSB053	asimmetrico	yes	fisso	_	BO	yes
SBIB006	intervista-semistrutturata	00:58:00	2	PSB049;PSB050	asimmetrico	yes	fisso	_	BO	no
SBIB007	intervista-semistrutturata	00:38:10	2	PSB005;PSB056	asimmetrico	yes	fisso	_	BO	yes
SBIB008	intervista-semistrutturata	00:39:35	3	PSB028;PSB054;PSB057	asimmetrico	yes	fisso	_	BO	yes
SBIB009	intervista-semistrutturata	00:20:19	2	PSB005;PSB058	asimmetrico	yes	fisso	_	BO	yes
SBIB010	intervista-semistrutturata	00:26:38	3	PSB005;PSB058;PSB059	asimmetrico	yes	fisso	_	BO	no
SBIB011	intervista-semistrutturata	00:56:19	2	PSB005;PSB062	asimmetrico	yes	fisso	_	BO	yes
SBIB012	intervista-semistrutturata	01:36:00	5	PSB005;PSB071;PSB072;PSB073;PSB074	asimmetrico	yes	fisso	_	BO	no
SBIB013	intervista-semistrutturata	01:18:00	3	PSB005;PSB075;PSB076	asimmetrico	yes	fisso	_	BO	yes
SBIC001	intervista-semistrutturata	01:00:07	3	PSB005;PSB002;PSB001	asimmetrico	yes	fisso	_	BO	no
SBIC002	intervista-semistrutturata	01:02:00	3	PSB005;PSB004;PSB003	asimmetrico	yes	fisso	_	BO	no
SBIC004	intervista-semistrutturata	00:51:19	2	PSB005;PSB008	asimmetrico	yes	fisso	_	BO	yes
SBIC005	intervista-semistrutturata	01:07:56	2	PSB005;PSB009	asimmetrico	yes	fisso	_	BO	yes
SBIC006	intervista-semistrutturata	01:08:00	2	PSB005;PSB013	asimmetrico	yes	fisso	_	BO	no
SBIC007	intervista-semistrutturata	00:16:06	3	PSB014;PSB033;PSB035	asimmetrico	yes	fisso	_	BO	yes
SBIC008	intervista-semistrutturata	00:34:17	4	PSB005;PSB036;PSB037;PSB038	asimmetrico	yes	fisso	_	BO	yes
SBIC009	intervista-semistrutturata	00:52:00	2	PSB005;PSB046	asimmetrico	yes	fisso	_	BO	yes
SBIC010	intervista-semistrutturata	00:40:15	2	PSB005;PSB077	asimmetrico	yes	fisso	_	BO	no
SBIC011	intervista-semistrutturata	00:40:00	2	PSB005;PSB078	asimmetrico	yes	fisso	_	BO	no
SBIC012	intervista-semistrutturata	01:07:00	3	PSB005;PSB081;PSB082	asimmetrico	yes	fisso	_	BO	yes
SBIU001	intervista-semistrutturata	01:20:00	2	PSB005;PSB007	asimmetrico	yes	fisso	_	BO	no
SBIU002	intervista-semistrutturata	01:08:00	2	PSB005;PSB010	asimmetrico	yes	fisso	_	BO	no
SBIU003	intervista-semistrutturata	01:30:05	2	PSB011;PSB012	asimmetrico	yes	fisso	_	BO	no
SBIU004	intervista-semistrutturata	01:27:00	2	PSB005;PSB018	asimmetrico	yes	fisso	_	BO	no
SBIU005	intervista-semistrutturata	01:06:08	2	PSB005;PSB019	asimmetrico	yes	fisso	_	BO	yes
SBIU006	intervista-semistrutturata	01:09:03	2	PSB005;PSB020	asimmetrico	yes	fisso	_	BO	yes
SBIU007	intervista-semistrutturata	00:37:00	3	PSB005;PSB030;PSB031	asimmetrico	yes	fisso	_	BO	yes
SBIU009	intervista-semistrutturata	00:24:14	2	PSB005;PSB039	asimmetrico	yes	fisso	_	BO	yes
SBIU010	intervista-semistrutturata	01:07:00	2	PSB005;PSB070	asimmetrico	yes	fisso	_	BO	no
STIA001	intervista-semistrutturata	00:49:53	4	PST003;PST004;PST200;PST201	asimmetrico	yes	fisso	_	TO	yes
STIA002	intervista-semistrutturata	00:51:38	4	PST009;PST054;PST202;PST203	asimmetrico	yes	fisso	_	TO	no
STIA004	intervista-semistrutturata	00:20:14	2	PST012;PST205	asimmetrico	yes	fisso	_	TO	no
STIA005	intervista-semistrutturata	00:26:36	2	PST013;PST205	asimmetrico	yes	fisso	_	TO	no
STIA006	intervista-semistrutturata	00:17:05	2	PST014;PST205	asimmetrico	yes	fisso	_	TO	yes
STIA007	intervista-semistrutturata	00:40:56	2	PST015;PST205	asimmetrico	yes	fisso	_	TO	no
STIA008	intervista-semistrutturata	00:55:36	2	PST016;PST205	asimmetrico	yes	fisso	_	TO	no
STIA009	intervista-semistrutturata	00:31:48	2	PST017;PST206	asimmetrico	yes	fisso	_	TO	no
STIA010	intervista-semistrutturata	00:23:21	2	PST018;PST206	asimmetrico	yes	fisso	_	TO	no
STIA012	intervista-semistrutturata	00:04:50	3	PST032;PST211;PST212	asimmetrico	yes	fisso	_	TO	yes
STIA016	intervista-semistrutturata	00:23:15	2	PST078;PST223	asimmetrico	yes	fisso	_	TO	yes
STIA017	intervista-semistrutturata	00:44:08	3	PST088;PST203;PST211	asimmetrico	yes	fisso	_	TO	yes
STIA018	intervista-semistrutturata	00:44:16	3	PST095;PST203;PST211	asimmetrico	yes	fisso	_	TO	no
STIA019	intervista-semistrutturata	00:18:52	2	PST106;PST216	asimmetrico	yes	fisso	_	TO	yes
STIA020	intervista-semistrutturata	00:55:04	3	PST121;PST219;PST220	asimmetrico	yes	fisso	_	TO	no
STIA021	intervista-semistrutturata	00:18:00	5	PST140;PST141;PST142;PST143;PST215	asimmetrico	yes	fisso	_	TO	no
STIA022	intervista-semistrutturata	01:01:54	2	PST144;PST222	asimmetrico	yes	fisso	_	TO	yes
STCA001	conversazione-libera	00:34:02	7	PST133;PST134;PST135;PST136;PST137;PST138;PST139	simmetrico	no	libero	_	TO	no
STCA002	conversazione-libera	00:49:06	4	PST107;PST108;PST110;PST217	simmetrico	no	libero	_	TO	yes
STCA003	conversazione-libera	00:38:02	5	PST107;PST108;PST110;PST211;PST217	simmetrico	no	libero	_	TO	yes
STCA004	conversazione-libera	00:38:39	6	PST107;PST108;PST109;PST110;PST211;PST217	simmetrico	no	libero	_	TO	yes
STCA009	conversazione-libera	01:29:39	3	PST222;PST145;PST146	simmetrico	no	libero	_	TO	yes
STCA010	conversazione-libera	01:07:20	4	PST147;PST148;PST149;PST222	simmetrico	no	libero	_	TO	no
STCA012	conversazione-libera	00:44:53	2	PST158;PST214	simmetrico	no	libero	_	TO	no
STIS001	intervista-semistrutturata	00:49:23	4	PST001;PST002;PST200;PST201	asimmetrico	yes	fisso	_	TO	no
STIS003	intervista-semistrutturata	00:50:29	4	PST005;PST006;PST200;PST225	asimmetrico	yes	fisso	_	TO	no
STIS004	intervista-semistrutturata	00:46:19	3	PST007;PST008;PST201	asimmetrico	yes	fisso	_	TO	no
STIS005	intervista-semistrutturata	00:46:54	2	PST038;PST211	asimmetrico	yes	fisso	_	TO	no
STIS006	intervista-semistrutturata	00:29:21	2	PST043;PST211	asimmetrico	yes	fisso	_	TO	no
STIS008	intervista-semistrutturata	00:41:06	2	PST049;PST211	asimmetrico	yes	fisso	_	TO	no
STIS009	intervista-semistrutturata	00:46:09	4	PST061;PST062;PST203;PST211	asimmetrico	yes	fisso	_	TO	yes
STIS010	intervista-semistrutturata	00:22:42	2	PST063;PST212	asimmetrico	yes	fisso	_	TO	no
STIS011	intervista-semistrutturata	00:04:41	4	PST063;PST066;PST209;PST211	asimmetrico	yes	fisso	_	TO	yes
STIS012	intervista-semistrutturata	00:26:58	4	PST064;PST065;PST203;PST210	asimmetrico	yes	fisso	_	TO	no
STIS013	intervista-semistrutturata	00:46:13	4	PST072;PST211;PST212;PST213	asimmetrico	yes	fisso	_	TO	no
STIS014	intervista-semistrutturata	00:57:18	4	PST073;PST211;PST212;PST213	asimmetrico	yes	fisso	_	TO	yes
STIS015	intervista-semistrutturata	00:19:57	2	PST074;PST203	asimmetrico	yes	fisso	_	TO	yes
STIS016	intervista-semistrutturata	01:32:40	4	PST096;PST097;PST203;PST211	asimmetrico	yes	fisso	_	TO	no
STCS004	conversazione-libera	00:18:12	7	PST089;PST098;PST099;PST165;PST203;PST211;PST213	simmetrico	no	libero	_	TO	no
STCS005	conversazione-libera	00:17:49	3	PST103;PST104;PST105	simmetrico	no	libero	_	TO	yes
STCS006	conversazione-libera	00:29:02	4	PST112;PST113;PST114;PST115	simmetrico	no	libero	_	TO	yes
STCS008	conversazione-libera	01:27:18	6	PST096;PST122;PST123;PST124;PST125;PST127	simmetrico	no	libero	_	TO	yes
STCS009	conversazione-libera	00:44:33	6	PST160;PST161;PST162;PST163;PST164;PST166	simmetrico	no	libero	_	TO	no
STCS010	conversazione-libera	01:12:34	9	PST160;PST161;PST162;PST163;PST164;PST165;PST166;PST072;PST211	simmetrico	no	libero	_	TO	yes
STIR011	intervista-semistrutturata	00:17:40	3	PST034;PST211;PST212	asimmetrico	yes	fisso	_	TO	no
STIR012	intervista-semistrutturata	00:15:43	2	PST036;PST211	asimmetrico	yes	fisso	_	TO	no
STIR013	intervista-semistrutturata	00:25:53	3	PST039;PST212;PST213	asimmetrico	yes	fisso	_	TO	no
STIR014	intervista-semistrutturata	00:10:36	3	PST041;PST212;PST213	asimmetrico	yes	fisso	_	TO	no
STIR015	intervista-semistrutturata	00:47:21	2	PST042;PST212	asimmetrico	yes	fisso	_	TO	no
STIR016	intervista-semistrutturata	00:13:05	2	PST044;PST211	asimmetrico	yes	fisso	_	TO	no
STIR017	intervista-semistrutturata	00:13:56	2	PST045;PST211	asimmetrico	yes	fisso	_	TO	yes
STIR018	intervista-semistrutturata	00:19:59	2	PST046;PST211	asimmetrico	yes	fisso	_	TO	no
STIR019	intervista-semistrutturata	00:27:00	3	PST050;PST212;PST213	asimmetrico	yes	fisso	_	TO	yes
STIR020	intervista-semistrutturata	00:12:23	4	PST051;PST211;PST212;PST213	asimmetrico	yes	fisso	_	TO	no
STIR021	intervista-semistrutturata	00:18:42	2	PST052;PST211	asimmetrico	yes	fisso	_	TO	yes
STIR022	intervista-semistrutturata	00:19:56	2	PST055;PST211	asimmetrico	yes	fisso	_	TO	yes
STIR023	intervista-semistrutturata	00:21:43	3	PST056;PST057;PST211	asimmetrico	yes	fisso	_	TO	no
STIR024	intervista-semistrutturata	00:09:32	2	PST058;PST211	asimmetrico	yes	fisso	_	TO	no
STIR025	intervista-semistrutturata	00:27:04	3	PST059;PST211;PST212	asimmetrico	yes	fisso	_	TO	no
STIR026	intervista-semistrutturata	00:20:30	2	PST060;PST212	asimmetrico	yes	fisso	_	TO	yes
STIR027	intervista-semistrutturata	00:42:37	2	PST077;PST082	asimmetrico	yes	fisso	_	TO	no
STIR028	intervista-semistrutturata	00:39:36	2	PST082;PST091	asimmetrico	yes	fisso	_	TO	no
STIR029	intervista-semistrutturata	00:50:12	4	PST083;PST102;PST203;PST211	asimmetrico	yes	fisso	_	TO	no
STIR030	intervista-semistrutturata	00:36:32	3	PST092;PST094;PST203	asimmetrico	yes	fisso	_	TO	no
STCR002	conversazione-libera	00:33:26	6	PST082;PST083;PST085;PST093;PST094;PST203	simmetrico	no	libero	_	TO	yes
STCR003	conversazione-libera	00:30:10	5	PST086;PST087;PST092;PST094;PST203	simmetrico	no	libero	_	TO	yes
STCR004	conversazione-libera	00:10:43	7	PST083;PST085;PST087;PST092;PST093;PST203;PST211	simmetrico	no	libero	_	TO	yes
STCR005	conversazione-libera	00:46:16	8	PST082;PST083;PST086;PST087;PST092;PST093;PST100;PST211	simmetrico	no	libero	_	TO	yes
STCR006	conversazione-libera	00:20:06	4	PST086;PST087;PST092;PST211	simmetrico	no	libero	_	TO	yes
STCR007	conversazione-libera	00:29:02	4	PST082;PST083;PST087;PST092	simmetrico	no	libero	_	TO	yes
STCR008	conversazione-libera	01:02:26	7	PST083;PST085;PST086;PST092;PST100;PST203;PST211	simmetrico	no	libero	_	TO	yes
STCR009	conversazione-libera	00:14:29	6	PST085;PST087;PST092;PST094;PST203;PST211	simmetrico	no	libero	_	TO	yes
STCR010	conversazione-libera	00:25:50	7	PST085;PST086;PST087;PST092;PST094;PST203;PST211	simmetrico	no	libero	_	TO	yes
STCR011	conversazione-libera	00:47:56	4	PST087;PST092;PST203;PST211	simmetrico	no	libero	_	TO	no
STCR012	conversazione-libera	00:06:00	5	PST085;PST087;PST092;PST203;PST211	simmetrico	no	libero	_	TO	yes
STCR013	conversazione-libera	00:28:12	8	PST085;PST086;PST087;PST092;PST094;PST203;PST211;PST212	simmetrico	no	libero	_	TO	yes
STCR014	conversazione-libera	00:30:50	5	PST087;PST092;PST203;PST211;PST212	simmetrico	no	libero	_	TO	no
STCR015	conversazione-libera	00:31:06	3	PST118;PST119;PST120	simmetrico	no	libero	_	TO	yes
STCR016	conversazione-libera	00:40:17	8	PST083;PST085;PST086;PST087;PST092;PST093;PST203;PST211	simmetrico	no	libero	_	TO	no
